solID,channels,date_min,date_max,periods,constr_low,constr_up,histSpend,histSpendTotal,initSpendUnitTotal,initSpendUnit,initSpendShare,initResponseUnit,initResponseUnitTotal,initRoiUnit,expSpendTotal,expSpendUnitTotal,expSpendUnitDelta,optmSpendUnit,optmSpendUnitDelta,optmSpendUnitTotal,optmSpendUnitTotalDelta,optmSpendShareUnit,optmResponseUnit,optmResponseUnitTotal,optmRoiUnit,optmResponseUnitLift,optmResponseUnitTotalLift
5_1240_2,FB_female_other_S,2020-05-06,2022-03-31,695 days,0.7,1.2,15342527,145202714,583657.948152676,25742.494966443,0.0441054474592867,0.00186599232926532,24.4001742930578,7.24868483687289e-08,145202714,583657.948152676,0,18019.7464765101,-0.3,583657.948152686,1.66533453693773e-14,0.0308738132215002,0.00067487530631459,27.3995152115109,3.74519867521074e-08,-0.638329002895578,0.122922930075398
5_1240_2,FB_male_other_S,2020-05-06,2022-03-31,695 days,0.7,1.2,85155480,145202714,583657.948152676,123057.052023121,0.210837618870105,11.3882321520013,24.4001742930578,9.25443277306984e-05,145202714,583657.948152676,0,86139.936416185,-0.3,583657.948152686,1.66533453693773e-14,0.147586333209071,9.91682056123841,27.3995152115109,0.000115124540066123,-0.129204565829329,0.122922930075398
5_1240_2,FB_o36_similar_S,2020-05-06,2022-03-31,695 days,0.7,1.2,1843074,145202714,583657.948152676,6311.89726027397,0.0108143772911028,0.000807303388973226,24.4001742930578,1.27901858297704e-07,145202714,583657.948152676,0,4418.32808219178,-0.3,583657.948152686,1.66533453693773e-14,0.00757006410377185,0.000307403761700923,27.3995152115109,6.95746798296678e-08,-0.619221514613116,0.122922930075398
5_1240_2,FB_undefined_S,2020-05-06,2022-03-31,695 days,0.7,1.2,30826560,145202714,583657.948152676,49720.2580645161,0.0851873228521683,1.82908030636207,24.4001742930578,3.67874258413681e-05,145202714,583657.948152676,0,59664.3096774194,0.2,583657.948152686,1.66533453693773e-14,0.1022247874226,2.77908221589326,27.3995152115109,4.65786368922832e-05,0.519387752537056,0.122922930075398
5_1240_2,Google_listing_S,2020-05-06,2022-03-31,695 days,0.7,1.2,130749,145202714,583657.948152676,3533.75675675676,0.00605449950256204,0.0763413223459136,24.4001742930578,2.1603445738008e-05,145202714,583657.948152676,0,4200.10574083136,0.188566737877616,583657.948152686,1.66533453693773e-14,0.00719617672324169,0.122385491206823,27.3995152115109,2.91386690618408e-05,0.603135594799844,0.122922930075398
5_1240_2,Google_other_S,2020-05-06,2022-03-31,695 days,0.7,1.2,3782683,145202714,583657.948152676,9600.71827411168,0.0164492204800752,0.0443737513773774,24.4001742930578,4.62191995540908e-06,145202714,583657.948152676,0,6720.50279187817,-0.3,583657.948152686,1.66533453693773e-14,0.0115144543360525,0.028148080192973,27.3995152115109,4.18838903347982e-06,-0.365659217009011,0.122922930075398
5_1240_2,Google_Proslisting_S,2020-05-06,2022-03-31,695 days,0.7,1.2,5524498,145202714,583657.948152676,24019.5565217391,0.0411534814145219,0.344925222557159,24.4001742930578,1.43601828054145e-05,145202714,583657.948152676,0,16813.6895652174,-0.3,583657.948152686,1.66533453693773e-14,0.0288074369901648,0.261738126274158,27.3995152115109,1.55669655526184e-05,-0.241174291825574,0.122922930075398
5_1240_2,Google_undefined_S,2020-05-06,2022-03-31,695 days,0.7,1.2,192049,145202714,583657.948152676,4572.59523809524,0.0078343750009194,0.00449107259574372,24.4001742930578,9.82171471974528e-07,145202714,583657.948152676,0,3200.81666666667,-0.3,583657.948152686,1.66533453693773e-14,0.00548406250064349,0.00321644481207774,27.3995152115109,1.00488254937367e-06,-0.283813667335053,0.122922930075398
5_1240_2,Google_youtube_S,2020-05-06,2022-03-31,695 days,0.7,1.2,68095,145202714,583657.948152676,3242.61904761905,0.00555568386909181,0.198160432101997,24.4001742930578,6.11112280511335e-05,145202714,583657.948152676,0,3891.14285714286,0.2,583657.948152686,1.66533453693773e-14,0.00666682064291006,0.27618173392315,27.3995152115109,7.09770224488601e-05,0.393727955644518,0.122922930075398
5_1240_2,Influencer_fix_S,2020-05-06,2022-03-31,695 days,0.7,1.2,2336999,145202714,583657.948152676,333857,0.572007973260167,10.511896737998,24.4001742930578,3.14862253539629e-05,145202714,583657.948152676,0,380589.369878644,0.139977205446175,583657.948152686,1.66533453693773e-14,0.652076050850044,14.010960278902,27.3995152115109,3.68138508003248e-05,0.332867000895829,0.122922930075398
